COUNTRY	Argentina	Aruba	Australia	Austria	Bahamas, The	Bahrain, Kingdom of	Barbados	Belgium	Bermuda	Brazil	Bulgaria	Canada	Cayman Islands	Chile	China, P.R.: Hong Kong	China, P.R.: Macao	Colombia	Costa Rica	Cyprus	Czech Republic	Denmark	Egypt	Estonia	Finland	France	Germany	Gibraltar	Greece	Guernsey	Hungary	Iceland	India	Indonesia	Ireland	Isle of Man	Israel	Italy	Japan	Jersey	Kazakhstan	Korea, Republic of	Kuwait	Lebanon	Luxembourg	Malaysia	Malta	Mauritius	Mexico	Netherlands	Netherlands Antilles	New Zealand	Norway	Pakistan	Panama	Philippines	Poland	Portugal	Romania	Russian Federation	Singapore	Slovak Republic	South Africa	Spain	Sweden	Switzerland	Thailand	Turkey	Ukraine	United Kingdom	United States	Uruguay	Vanuatu	Venezuela, República Bolivariana de	SEFER + SSIO (**)	Value of Total Investment
Afghanistan, Islamic Republic of	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	5 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	5 
Albania	0 	0 	0 	0 	0 	0 	0 	12 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	3 	1 	0 	18 	0 	0 	0 	0 	0 	17 	0 	0 	25 	0 	0 	0 	0 	0 	0 	1 	0 		0 	0 	0 	0 	0 	6 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	6 	0 	0 	0 	C 	88 
Algeria	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 		0 	21 	2 	0 	0 	0 	0 	0 	0 	0 	7 	0 	0 	0 	4 	5 	0 	0 	0 	0 	1 	0 		215 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	60 	0 	0 	0 	0 	0 	317 
American Samoa	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
Andorra	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	2 	0 	0 	0 	0 	0 	9 	0 	0 	0 	0 	4 	0 	0 	0 	3 	0 	0 	0 	0 	0 	3 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	C 	5 	0 	0 	0 	0 	25 
Angola	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	84 	0 	0 		0 	11 	0 	0 	0 	0 	0 	0 	C 	0 	0 	0 	0 	0 	98 
Anguilla	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	C 	0 	0 	0 	0 	0 	0 	0 		0 	65 	0 	0 	0 	2 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 		0 	0 	0 	181 	3 	0 	0 	0 	0 	254 
Antigua and Barbuda	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	2 	0 		0 	0 	7 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	1 	0 		0 	0 	0 	C 	34 	0 	0 	0 	0 	45 
Argentina		0 	29 	221 	90 	0 	0 	140 	36 	49 	0 	87 	133 	39 	23 	0 	2 	5 	10 	0 	380 	0 		0 	316 	7 	2 	2 	353 	0 	6 	0 	0 	663 	0 	0 	4601 	888 	83 	0 	0 	0 	1 	2577 	0 		0 	113 	835 	30 	C 	0 	0 	28 	16 	0 	11 	0 	2 	8 	0 	0 	174 	22 	213 	0 	2 	0 	6716 	6852 	36 	0 	830 	C 	26632 
Armenia, Republic of	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	1 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	C 	3 
Aruba	0 		0 	1 	0 	0 	0 	0 	16 	2 	0 	8 	10 	0 	27 	0 	0 	0 	25 	0 	0 	0 		0 	17 	5 	0 	0 	4 	0 	0 	0 	0 	2 	0 	0 	0 		0 	0 	2 	0 	0 	27 	0 		0 	0 	298 	142 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	4 	0 	0 	0 	655 	1189 	0 	0 	66 	0 	2501 
Australia	6 	1 		1516 	364 	130 	294 	2090 	2723 	3 	0 	8863 	286 	0 	32228 	545 	7 	18 	532 	91 	806 	4 	12 	606 	15280 	8749 	26 	61 	993 	5 	9 	0 	203 	18489 	88 	169 	3732 	44953 	3917 	46 	491 	2 	6 	27850 	143 	214 	58 	0 	11799 	52 	5577 	4275 	0 	7 	110 	18 	398 	0 	0 	16931 	7 	165 	3986 	3460 	8318 	133 	0 	0 	67128 	128202 	1 	34 	0 	C 	427211 
Austria	12 	0 	595 		8 	26 	61 	8508 	735 	648 	15 	1008 	464 	0 	1132 	71 	5 	0 	276 	1271 	923 	4 	183 	3199 	29023 	61276 	45 	1632 	1574 	204 	10 	0 	0 	8598 	23 	172 	10028 	11716 	2536 	95 	9 	1 	15 	25974 	28 	524 	0 	0 	14749 	12 	31 	2671 	0 	0 	0 	289 	1488 	259 	3 	702 	481 	5 	3811 	1220 	23216 	5 	8 	0 	12552 	17281 	55 	0 	0 	11956 	263417 
Azerbaijan, Republic of	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	1 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	1 	0 	0 	0 	C 	0 	0 	0 	0 	C 	4 
Bahamas, The	0 	0 	0 	21 		0 	0 	29 	2912 	263 	0 	82 	158 	0 	37 	4 	0 	0 	53 	0 	157 	13 	1 	0 	1362 	144 	0 	0 	883 	0 	0 	0 	0 	202 	7 	0 	248 	2596 	174 	0 	0 	146 	1 	805 	0 		0 	174 	33 	729 	0 	18 	0 	188 	4 	0 	37 	0 	24 		0 	5 	65 	18 	1335 	0 	0 	0 	C 	3266 	0 	0 	0 	C 	16193 
Bahrain, Kingdom of	0 	0 	0 	32 	0 		0 	0 	146 	0 	0 	0 	0 	0 	111 	0 	0 	0 	8 	0 	1 	25 		0 	15 	7 	0 	0 	1 	0 	0 	0 	0 	48 	1 	0 	7 	0 	28 	0 	9 	2732 	15 	60 	24 		0 	0 	17 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 		0 	11 	0 	0 	7 	0 	0 	0 	221 	0 	0 	0 	0 	0 	3527 
Bangladesh	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	174 	0 	0 	0 	0 	0 	18 	0 		0 	0 	0 	0 	0 	4 	0 	0 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	2 	0 		4 	0 	0 	0 	0 	18 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	91 	0 	0 	0 	0 	C 	313 
Barbados	0 	0 	0 	0 	19 	0 		3 	2 	0 	0 	2 	10 	0 	0 	0 	0 	0 	42 	0 	0 	0 		0 	53 	0 	0 	0 	2 	0 	0 	0 	0 	131 	0 	0 	3 	87 	0 	0 	0 	0 	0 	18 	0 		0 	0 	0 	6 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	11 	0 	0 	0 	0 	0 	265 	272 	0 	0 	0 	C 	925 
Belarus	0 	0 	0 	0 	0 	0 	0 	9 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	2 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	C 	12 
Belgium	0 	0 	632 	4301 	0 	10 	24 		600 	162 	147 	1292 	1 	2 	646 	10 	0 	1 	111 	1646 	2259 	11 	150 	2311 	69219 	18014 	17 	87 	1199 	51 	18 	0 	0 	9809 	41 	20 	11253 	17647 	1295 	84 	71 	0 	0 	49334 	0 	95 	6 	0 	30192 	11 	43 	1658 	0 	0 	50 	108 	1479 	1 	2 	967 	26 	3 	11379 	2055 	5938 	1 	0 	0 	13308 	24664 	1 	0 	0 	18111 	302576 
Belize	0 	0 	0 	1 	0 	0 	2 	0 	0 	4 	0 	0 	17 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	7 	0 	0 	0 	0 	4 	0 		0 	0 	0 	5 	0 	0 	0 	22 	0 	0 	0 	0 	0 		0 	0 	0 	0 	25 	0 	0 	0 	C 	50 	0 	0 	0 	C 	142 
Benin	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
Bermuda	0 	0 	0 	893 	23 	310 	51 	494 		20 	0 	5564 	150 	1 	45068 	225 	1 	0 	3 	15 	1025 	3 	7 	314 	6352 	1890 	0 	92 	3596 	1 	6 	0 	0 	2562 	440 	14 	4489 	14697 	301 	13 	814 	12 	5 	12163 	44 		14 	0 	4340 	758 	C 	1236 	1 	4 	0 	2 	125 	0 	0 	3536 	1 	2164 	265 	2421 	4532 	0 	1 	0 	7496 	186662 	26 	0 	0 	C 	315243 
Bhutan	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	C 	0 
Bolivia	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	1 	0 	0 	0 	0 	0 	0 	0 	0 		0 	1 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	2 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	9 
Bonaire, Sint Eustatius and Saba																																																																											
Bosnia and Herzegovina	0 	0 	0 	13 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	44 	0 		0 	1 	6 	0 	0 	9 	0 	0 	0 	0 	2 	0 	0 	10 	0 	0 	0 	0 	4 	0 	45 	0 		0 	0 	11 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	5 	0 	0 	0 	0 	C 	114 	0 	0 	0 	C 	265 
Botswana	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	21 	0 	0 	0 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	14 	0 		70 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	30 	0 	0 	0 	0 	0 	0 	C 	4 	0 	0 	0 	0 	147 
Brazil	809 	0 	454 	749 	5555 	0 	3 	320 	204 		1 	3739 	10926 	390 	110 	6 	31 	30 	14 	9 	2051 	144 	0 	212 	1821 	4681 	3 	76 	899 	1 	0 	0 	0 	2307 	4 	0 	4403 	2970 	294 	0 	19 	0 	14 	13788 	1 		0 	123 	4686 	116 	C 	844 	0 	216 	38 	C 	1616 	0 	0 	304 	2 	6 	1818 	368 	1285 	0 	37 	0 	11745 	90285 	866 	0 	12 	C 	171404 
British Indian Ocean Territory	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 		0 	0 	0 	C 	0 	0 	0 	0 	0 	1 
Brunei Darussalam	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	25 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	59 	0 	0 	0 	0 	503 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	587 
Bulgaria	0 	0 	1 	416 	0 	0 	0 	1 	0 	0 		0 	0 	0 	0 	0 	0 	0 	56 	0 	98 	0 	48 	0 	45 	419 	0 	455 	7 	0 	0 	0 	0 	47 	0 	0 	70 	23 	31 	0 	0 	0 	0 	356 	0 		0 	0 	168 	0 	0 	-4 	0 	0 	0 	0 	0 	0 	0 		2 	0 	13 	15 	9 	0 	0 	0 	870 	428 	0 	0 	0 	C 	3575 
Burkina Faso	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	2 
Burundi	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 
Cambodia	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	C 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	3 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	17 	0 	0 	0 	0 	0 	0 	0 	0 	20 
Cameroon	0 	0 	0 	0 	0 	0 	0 	8 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	1 	0 	0 	0 	C 	0 	0 	0 	0 	C 	14 
Canada	14 	3 	3822 	1785 	61 	57 	618 	1939 	2962 	14 	0 		559 	5 	6745 	124 	4 	36 	452 	78 	2366 	15 	3 	244 	14813 	10836 	52 	18 	1414 	5 	188 	0 	0 	17447 	50 	109 	2971 	41525 	1042 	122 	78 	1 	10 	27670 	19 	43 	31 	1 	9001 	370 	499 	4718 	0 	4 	7 	C 	126 	0 	38 	3119 	5 	34 	1546 	2716 	10210 	0 	1 	0 	20150 	418925 	3 	4 	1 	11556 	623382 
Cabo Verde	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	5 	0 	0 	0 	0 	0 	0 	69 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	75 
Cayman Islands	1 	0 	C 	9270 	515 	2891 	20 	3809 	17289 	849 	0 	9203 		263 	54819 	320 	18 	2 	284 	331 	2000 	29 	6 	2992 	53515 	23484 	3 	2770 	14163 	0 	37 	0 	3 	26790 	803 	191 	21698 	297696 	19874 	6 	3684 	732 	4 	46254 	21 	195 	80 	265 	13952 	7739 	0 	2433 	0 	140 	178 	108 	14091 	0 	0 	4959 	40 	30 	20024 	2221 	33383 	113 	23 	0 	97664 	248770 	9 	0 	243 	C 	1063299 
Central African Republic	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	11 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	11 
Chad	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
Chile	81 	0 	C 	54 	343 	0 	0 	24 	133 	6 	0 	84 	175 		118 	0 	0 	2 	14 	0 	198 	0 		0 	82 	127 	0 	0 	623 	0 	0 	0 	0 	132 	0 	0 	147 	315 	19 	0 	15 	0 	0 	837 	0 		73 	14 	426 	13 	C 	40 	0 	44 	0 	0 	0 	0 	0 		2 	0 	257 	36 	90 	0 	0 	0 	1234 	12099 	5 	0 	1 	C 	17863 
China, P.R.: Hong Kong	0 	1 	1760 	243 	0 	2 	0 	256 	4652 	0 	0 	3605 	1 	1 		1772 	0 	0 	16 	6 	903 	0 	0 	423 	4097 	1175 	7 	2 	618 	1 	20 	4 	0 	7073 	64 	36 	908 	8924 	239 	11 	1018 	3 	1 	11361 	196 		557 	0 	3953 	10 	C 	692 	0 	0 	114 	C 	21 	0 	0 	16757 	1 	20 	41 	1371 	1076 	31 	0 	0 	28994 	46225 	0 	0 	0 	C 	149266 
China, P.R.: Macao	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	33 		0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	2 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	99 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	C 	0 	0 	0 	0 	0 	134 
China, P.R.: Mainland	2 	0 	C 	173 	0 	0 	1 	104 	544 	1 	0 	873 	112 	1 	41302 	506 	0 	0 	29 	8 	669 	1 		214 	2008 	842 	0 	4 	216 	1 	2 	0 	102 	3369 	41 	14 	616 	4074 	153 	0 	101 	6 	0 	6506 	14 		4887 	0 	1516 	4 	C 	438 	0 	0 	41 	C 	14 	0 	0 	7045 	1 	5 	42 	286 	471 	4 	0 	0 	10408 	28443 	0 	0 	0 	C 	116213 
Christmas Island	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
Cocos (Keeling) Islands	0 	0 	0 	0 	0 	0 	0 	37 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	37 
Colombia	4 	0 	11 	72 	51 	0 	10 	4 	35 	4 	0 	36 	111 	44 	2 	0 		9 	0 	0 	469 	0 		0 	104 	303 	0 	4 	162 	0 	0 	0 	0 	934 	0 	0 	358 	380 	10 	0 	0 	0 	0 	783 	0 		0 	18 	444 	26 	0 	0 	0 	495 	0 	C 	0 	0 	0 		1 	0 	157 	0 	50 	0 	1 	0 	2744 	5019 	7 	0 	2 	C 	12865 
Comoros	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
Congo, Democratic Republic of	0 	0 	0 	0 	0 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	5 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	4 	0 		0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	C 	0 	0 	0 	0 	0 	14 
Congo, Republic of	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
Cook Islands	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	18 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 		0 	0 	0 	0 	73 	0 	0 	0 	0 	91 
Costa Rica	1 	0 	0 	9 	23 	0 	5 	0 	0 	5 	0 	1 	3 	1 	1 	0 	0 		0 	0 	8 	0 		0 	12 	21 	0 	0 	0 	0 	0 	0 	0 	2 	0 	0 	1 	0 	2 	0 	0 	0 	0 	38 	0 		0 	0 	2 	0 	0 	5 	0 	660 	1 	0 	0 	0 	0 		0 	0 	0 	0 	4 	0 	0 	0 	C 	439 	0 	0 	4 	0 	1250 
Cote d'Ivoire	0 	0 	0 	2 	0 	0 	0 	8 	0 	0 	0 	0 	0 	0 	2 	0 	0 	0 	22 	0 	77 	0 		0 	57 	7 	0 	40 	4 	0 	0 	0 	0 	38 	0 	0 	3 	0 	5 	0 	0 	0 	0 	48 	0 		8 	0 	4 	0 	0 	3 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	264 	0 	0 	0 	C 	92 	0 	0 	0 	C 	684 
Croatia	0 	0 	C 	1087 	0 	0 	0 	32 	14 	0 	9 	23 	0 	0 	1 	0 	0 	0 	37 	35 	32 	0 	86 	0 	226 	1261 	0 	20 	12 	44 	0 	0 	0 	131 	0 	0 	167 	276 	17 	0 	1 	0 	0 	902 	0 	28 	0 	0 	567 	0 	0 	139 	0 	0 	0 	6 	17 	0 	0 		21 	0 	6 	75 	68 	0 	0 	0 	1202 	703 	0 	0 	0 	C 	7244 
Cuba	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	58 	7 	0 	0 	0 	0 	1 	0 		0 	0 	2 	0 	0 	6 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	236 	0 	0 	0 	-73 	0 	0 	0 	0 	0 	240 
Curacao																																																																											
Curacao & St. Maarten																																																																											
Cyprus	0 	0 	0 	2106 	0 	0 	0 	179 	0 	0 	0 	0 	2 	0 	618 	1 	0 	0 		148 	16 	0 	6 	0 	324 	1348 	0 	788 	164 	6 	4 	0 	0 	189 	0 	14 	113 	10 	79 	2 	0 	0 	0 	740 	0 	50 	0 	0 	199 	0 	0 	5 	0 	0 	0 	2 	124 	0 	41 		0 	0 	80 	11 	422 	0 	0 	0 	1027 	210 	0 	0 	0 	C 	9030 
Czech Republic	0 	0 	C 	1266 	0 	0 	0 	559 	1 	0 	0 	18 	0 	0 	C 	0 	0 	0 	105 		213 	0 	25 	88 	447 	2369 	0 	41 	74 	75 	0 	0 	0 	875 	0 	0 	174 	449 	50 	0 	0 	0 	0 	3874 	0 		0 	0 	477 	0 	C 	94 	0 	0 	0 	75 	66 	0 	0 	26 	116 	0 	79 	235 	108 	0 	0 	0 	2004 	1742 	0 	0 	0 	C 	15725 
Denmark	3 	0 	456 	4156 	28 	0 	1 	4813 	888 	2 	4 	1676 	137 	0 	1235 	0 	0 	15 	110 	18 		1 	35 	3746 	8663 	15314 	72 	63 	1777 	1 	646 	0 	0 	9121 	326 	37 	1706 	9740 	1906 	38 	11 	0 	2 	14593 	4 	115 	0 	0 	4463 	282 	C 	10377 	0 	2 	0 	80 	244 	0 	0 	821 	1 	12 	1760 	7546 	4567 	1 	0 	0 	38518 	25275 	3 	0 	0 	C 	175411 
Djibouti	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 		0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
